yawrate,speed,course,latitude,longitude,altitude
-1.113,16.7399,23.3299,51.041959,13.796042,124.47
-1.0434,16.7399,23.3299,51.041959,13.796042,124.47
-0.9739,16.7399,23.3299,51.041959,13.796042,124.47
-0.9739,16.7399,23.3299,51.041959,13.796042,124.47
-0.9043,16.7399,23.3299,51.041964,13.796045,124.47
-1.1826,16.75,23.34,51.041964,13.796045,124.45
-0.9043,16.75,23.34,51.041964,13.796045,124.45
-0.7652,16.75,23.34,51.041964,13.796045,124.45
-0.6956,16.75,23.34,51.041964,13.796045,124.45
-0.8347,16.75,23.34,51.041968,13.796048,124.45
-0.9043,16.7399,23.65,51.041968,13.796048,124.47
-1.0434,16.7399,23.65,51.041968,13.796048,124.47
-1.6,16.7399,23.65,51.041968,13.796048,124.47
-1.6695,16.7399,23.65,51.041968,13.796048,124.47
-1.7391,16.7399,23.65,51.041972,13.796051,124.47
-1.8086,16.78,23.59,51.041972,13.796051,124.49
-1.6,16.78,23.59,51.041972,13.796051,124.49
-1.3217,16.78,23.59,51.041972,13.796051,124.49
-1.0434,16.78,23.59,51.041972,13.796051,124.49
-0.9739,16.78,23.59,51.041977,13.796054,124.49
-1.113,16.8,23.36,51.041977,13.796054,124.5
-1.1826,16.8,23.36,51.041977,13.796054,124.5
-1.113,16.8,23.36,51.041977,13.796054,124.5
-1.1826,16.8,23.36,51.041977,13.796054,124.5
-1.4608,16.8,23.36,51.041981,13.796058,124.5
-1.3913,16.78,24.7,51.041981,13.796058,124.49
-1.3913,16.78,24.7,51.041981,13.796058,124.49
-1.3913,16.78,24.7,51.041981,13.796058,124.49
-1.0434,16.78,24.7,51.041981,13.796058,124.49
-1.3217,16.78,24.7,51.041985,13.796061,124.49
-1.1826,16.81,24.8299,51.041985,13.796061,124.5
-1.0434,16.81,24.8299,51.041985,13.796061,124.5
-1.3217,16.81,24.8299,51.041985,13.796061,124.5
-1.3217,16.81,24.8299,51.041985,13.796061,124.5
-1.3913,16.81,24.8299,51.041989,13.796064,124.5
-1.4608,16.8299,25.39,51.041989,13.796064,124.51
-1.3913,16.8299,25.39,51.041989,13.796064,124.51
-1.113,16.8299,25.39,51.041989,13.796064,124.51
-1.5304,16.8299,25.39,51.041989,13.796064,124.51
-1.113,16.8299,25.39,51.041994,13.796067,124.51
-1.1826,16.81,24.81,51.041994,13.796067,124.52
-1.3217,16.81,24.81,51.041994,13.796067,124.52
-1.6,16.81,24.81,51.041994,13.796067,124.52
-1.5304,16.81,24.81,51.041994,13.796067,124.52
-1.3217,16.81,24.81,51.041998,13.79607,124.52
-1.2521,16.82,24.62,51.041998,13.79607,124.51
-1.3913,16.82,24.62,51.041998,13.79607,124.51
-1.4608,16.82,24.62,51.041998,13.79607,124.51
-1.5304,16.82,24.62,51.041998,13.79607,124.51
-1.3913,16.82,24.62,51.042002,13.796073,124.51
-1.5304,16.86,24.23,51.042002,13.796073,124.5
-1.1826,16.86,24.23,51.042002,13.796073,124.5
-1.3913,16.86,24.23,51.042002,13.796073,124.5
-1.3913,16.86,24.23,51.042002,13.796073,124.5
-1.0434,16.86,24.23,51.042006,13.796076,124.5
-1.0434,16.91,24.81,51.042006,13.796076,124.49
-0.9739,16.91,24.81,51.042006,13.796076,124.49
-1.1826,16.91,24.81,51.042006,13.796076,124.49
-1.3913,16.91,24.81,51.042006,13.796076,124.49
-1.1826,16.91,24.81,51.042011,13.79608,124.49
-1.3217,17.44,25.27,51.042011,13.79608,124.48
-1.5304,17.44,25.27,51.042011,13.79608,124.48
-1.6695,17.44,25.27,51.042011,13.79608,124.48
-1.8782,17.44,25.27,51.042011,13.79608,124.48
-1.6695,17.44,25.27,51.042015,13.796083,124.48
-1.8086,17.57,25.43,51.042015,13.796083,124.47
-1.6695,17.57,25.43,51.042015,13.796083,124.47
-1.4608,17.57,25.43,51.042015,13.796083,124.47
-1.7391,17.57,25.43,51.042015,13.796083,124.47
-1.9478,17.57,25.43,51.04202,13.796087,124.47
-1.5304,17.98,25.8,51.04202,13.796087,124.47
-1.9478,17.98,25.8,51.04202,13.796087,124.47
-1.9478,17.98,25.8,51.04202,13.796087,124.47
-1.6695,17.98,25.8,51.04202,13.796087,124.47
-2.1565,17.98,25.8,51.042024,13.79609,124.47
-2.1565,18.11,25.87,51.042024,13.79609,124.47
-2.226,18.11,25.87,51.042024,13.79609,124.47
-2.226,18.11,25.87,51.042024,13.79609,124.47
-2.5739,18.11,25.87,51.042024,13.79609,124.47
-2.4347,18.11,25.87,51.042029,13.796093,124.47
-2.5739,18.2399,25.7399,51.042029,13.796093,124.46
-2.6434,18.2399,25.7399,51.042029,13.796093,124.46
-2.4347,18.2399,25.7399,51.042029,13.796093,124.46
-2.6434,18.2399,25.7399,51.042029,13.796093,124.46
-2.7826,18.2399,25.7399,51.042033,13.796097,124.46
-2.3652,18.5799,25.67,51.042033,13.796097,124.45
-2.6434,18.5799,25.67,51.042033,13.796097,124.45
-2.2956,18.5799,25.67,51.042033,13.796097,124.45
-2.3652,18.5799,25.67,51.042033,13.796097,124.45
-2.4347,18.5799,25.67,51.042038,13.796101,124.45
-2.5043,18.91,25.7399,51.042038,13.796101,124.45
-3.0608,18.91,25.7399,51.042038,13.796101,124.45
-2.5043,18.91,25.7399,51.042038,13.796101,124.45
-2.8521,18.91,25.7399,51.042038,13.796101,124.45
-2.713,18.91,25.7399,51.042043,13.796104,124.45
-3.2,18.93,25.7399,51.042043,13.796104,124.45
-2.7826,18.93,25.7399,51.042043,13.796104,124.45
-3.1304,18.93,25.7399,51.042043,13.796104,124.45
-2.9913,18.93,25.7399,51.042043,13.796104,124.45
-2.7826,18.93,25.7399,51.042047,13.796107,124.45
-2.3652,18.9899,25.9,51.042047,13.796107,124.44
-2.5043,18.9899,25.9,51.042047,13.796107,124.44
-2.6434,18.9899,25.9,51.042047,13.796107,124.44
-2.3652,18.9899,25.9,51.042047,13.796107,124.44
-2.2956,18.9899,25.9,51.042052,13.796111,124.44
-2.3652,19.09,26.11,51.042052,13.796111,124.44
-2.713,19.09,26.11,51.042052,13.796111,124.44
-2.713,19.09,26.11,51.042052,13.796111,124.44
-2.9217,19.09,26.11,51.042052,13.796111,124.44
-2.9913,19.09,26.11,51.042057,13.796115,124.44
-2.9913,19.44,26.42,51.042057,13.796115,124.44
-2.8521,19.44,26.42,51.042057,13.796115,124.44
-2.8521,19.44,26.42,51.042057,13.796115,124.44
-3.2,19.44,26.42,51.042057,13.796115,124.44
-2.8521,19.44,26.42,51.042062,13.796119,124.44
-2.8521,19.59,26.69,51.042062,13.796119,124.44
-2.6434,19.59,26.69,51.042062,13.796119,124.44
-2.713,19.59,26.69,51.042062,13.796119,124.44
-2.713,19.59,26.69,51.042062,13.796119,124.44
-2.713,19.59,26.69,51.042067,13.796123,124.44
-2.6434,20.03,27.15,51.042067,13.796123,124.44
-2.7826,20.03,27.15,51.042067,13.796123,124.44
-2.9217,20.03,27.15,51.042067,13.796123,124.44
-2.713,20.03,27.15,51.042067,13.796123,124.44
-2.713,20.03,27.15,51.042072,13.796127,124.44
-3.2,20.03,27.15,51.042072,13.796127,124.43
-3.2,20.34,27.26,51.042072,13.796127,124.43
-3.1304,20.34,27.26,51.042072,13.796127,124.43
-2.7826,20.34,27.26,51.042072,13.796127,124.43
-2.7826,20.34,27.26,51.042077,13.796131,124.43
-2.7826,20.34,27.26,51.042077,13.796131,124.43
-2.5043,20.69,27.43,51.042077,13.796131,124.43
-2.5739,20.69,27.43,51.042077,13.796131,124.43
-2.5739,20.69,27.43,51.042077,13.796131,124.43
-2.6434,20.69,27.43,51.042082,13.796136,124.43
-2.713,20.69,27.43,51.042082,13.796136,124.42
-2.6434,21.11,27.68,51.042082,13.796136,124.42
-2.5739,21.11,27.68,51.042082,13.796136,124.42
-2.226,21.11,27.68,51.042082,13.796136,124.42
-2.226,21.11,27.68,51.042088,13.79614,124.42
-2.0869,21.11,27.68,51.042088,13.79614,124.4
-1.8086,21.5799,27.86,51.042088,13.79614,124.4
-1.5304,21.5799,27.86,51.042088,13.79614,124.4
-1.4608,21.5799,27.86,51.042088,13.79614,124.4
-1.4608,21.5799,27.86,51.042093,13.796144,124.4
-1.5304,21.5799,27.86,51.042093,13.796144,124.4
-1.3217,21.62,27.9,51.042093,13.796144,124.4
-1.1826,21.62,27.9,51.042093,13.796144,124.4
-1.5304,21.62,27.9,51.042093,13.796144,124.4
-1.6,21.62,27.9,51.042098,13.796149,124.4
-1.6695,21.62,27.9,51.042098,13.796149,124.4
-1.7391,21.94,28.12,51.042098,13.796149,124.4
-1.6,21.94,28.12,51.042098,13.796149,124.4
-1.3217,21.94,28.12,51.042098,13.796149,124.4
-1.4608,21.94,28.12,51.042104,13.796154,124.4
-1.3217,21.94,28.12,51.042104,13.796154,124.41
-1.1826,22.3299,28.31,51.042104,13.796154,124.41
-0.7652,22.3299,28.31,51.042104,13.796154,124.41
-0.6956,22.3299,28.31,51.042104,13.796154,124.41
-0.626,22.3299,28.31,51.04211,13.796158,124.41
-0.3478,22.3299,28.31,51.04211,13.796158,124.42
-0.4173,22.76,28.4,51.04211,13.796158,124.42
-0.4173,22.76,28.4,51.04211,13.796158,124.42
-0.5565,22.76,28.4,51.04211,13.796158,124.42
-0.5565,22.76,28.4,51.042115,13.796163,124.42
-0.3478,22.76,28.4,51.042115,13.796163,124.42
-0.5565,23.14,28.43,51.042115,13.796163,124.42
-0.4173,23.14,28.43,51.042115,13.796163,124.42
0.0,23.14,28.43,51.042115,13.796163,124.42
-0.0695,23.14,28.43,51.042121,13.796168,124.42
0.2086,23.14,28.43,51.042121,13.796168,124.43
0.2086,23.45,28.58,51.042121,13.796168,124.43
0.2782,23.45,28.58,51.042121,13.796168,124.43
0.2086,23.45,28.58,51.042121,13.796168,124.43
0.5565,23.45,28.58,51.042126,13.796173,124.43
0.3478,23.45,28.58,51.042126,13.796173,124.44
0.3478,23.57,28.7,51.042126,13.796173,124.44
0.4869,23.57,28.7,51.042126,13.796173,124.44
0.3478,23.57,28.7,51.042126,13.796173,124.44
0.7652,23.57,28.7,51.042132,13.796178,124.44
0.6956,23.57,28.7,51.042132,13.796178,124.44
0.8347,23.7,28.91,51.042132,13.796178,124.44
0.9043,23.7,28.91,51.042132,13.796178,124.44
0.7652,23.7,28.91,51.042132,13.796178,124.44
0.9739,23.7,28.91,51.042137,13.796183,124.44
1.2521,23.7,28.91,51.042137,13.796183,124.45
1.3913,24.03,29.42,51.042137,13.796183,124.45
1.3913,24.03,29.42,51.042137,13.796183,124.45
1.3913,24.03,29.42,51.042137,13.796183,124.45
1.2521,24.03,29.42,51.042143,13.796187,124.45
1.3913,24.03,29.42,51.042143,13.796187,124.44
1.3913,24.07,29.86,51.042143,13.796187,124.44
1.6,24.07,29.86,51.042143,13.796187,124.44
2.0173,24.07,29.86,51.042143,13.796187,124.44
2.4347,24.07,29.86,51.042148,13.796192,124.44
2.7826,24.07,29.86,51.042148,13.796192,124.44
2.9217,24.1,29.86,51.042148,13.796192,124.44
2.9913,24.1,29.86,51.042148,13.796192,124.44
2.9913,24.1,29.86,51.042148,13.796192,124.44
3.2695,24.1,29.86,51.042153,13.796197,124.44
3.4782,24.1,29.86,51.042153,13.796197,124.45
3.3391,24.11,29.79,51.042153,13.796197,124.45
3.5478,24.11,29.79,51.042153,13.796197,124.45
3.2,24.11,29.79,51.042153,13.796197,124.45
3.7565,24.11,29.79,51.042159,13.796202,124.45
3.7565,24.11,29.79,51.042159,13.796202,124.44
4.0347,24.13,29.84,51.042159,13.796202,124.44
4.2434,24.13,29.84,51.042159,13.796202,124.44
4.5913,24.13,29.84,51.042159,13.796202,124.44
4.9391,24.13,29.84,51.042164,13.796207,124.44
5.0086,24.13,29.84,51.042164,13.796207,124.44
5.3565,24.15,30.38,51.042164,13.796207,124.44
5.7043,24.15,30.38,51.042164,13.796207,124.44
5.7739,24.15,30.38,51.042164,13.796207,124.44
6.1217,24.15,30.38,51.042169,13.796212,124.44
6.0521,24.15,30.38,51.042169,13.796212,124.44
6.2608,24.16,30.3,51.042169,13.796212,124.44
6.4695,24.16,30.3,51.042169,13.796212,124.44
6.5391,24.16,30.3,51.042169,13.796212,124.44
6.6782,24.16,30.3,51.042174,13.796216,124.44
6.8869,24.16,30.3,51.042174,13.796216,124.44
7.3043,24.14,30.35,51.042174,13.796216,124.44
7.5826,24.14,30.35,51.042174,13.796216,124.44
7.8608,24.14,30.35,51.042174,13.796216,124.44
8.2086,24.14,30.35,51.042179,13.796221,124.44
8.2086,24.14,30.35,51.042179,13.796221,124.43
8.7652,24.11,30.22,51.042179,13.796221,124.43
9.0434,24.11,30.22,51.042179,13.796221,124.43
9.3913,24.11,30.22,51.042179,13.796221,124.43
9.8086,24.11,30.22,51.042184,13.796226,124.43
10.1565,24.11,30.22,51.042184,13.796226,124.42
10.6434,24.0799,29.75,51.042184,13.796226,124.42
11.1304,24.0799,29.75,51.042184,13.796226,124.42
11.6173,24.0799,29.75,51.042184,13.796226,124.42
11.7565,24.0799,29.75,51.04219,13.79623,124.42
12.1043,24.0799,29.75,51.04219,13.79623,124.4
12.8,24.04,29.2,51.04219,13.79623,124.4
13.0782,24.04,29.2,51.04219,13.79623,124.4
13.7043,24.04,29.2,51.04219,13.79623,124.4
14.0521,24.04,29.2,51.042195,13.796235,124.4
14.4,24.04,29.2,51.042195,13.796235,124.39
14.6782,24.0,28.94,51.042195,13.796235,124.39
15.3043,24.0,28.94,51.042195,13.796235,124.39
15.9304,24.0,28.94,51.042195,13.796235,124.39
16.2782,24.0,28.94,51.0422,13.79624,124.39
16.626,24.0,28.94,51.0422,13.79624,124.39
16.8347,23.97,28.82,51.0422,13.79624,124.39
17.5304,23.97,28.82,51.0422,13.79624,124.39
18.226,23.97,28.82,51.0422,13.79624,124.39
18.5739,23.97,28.82,51.042205,13.796244,124.39
18.9913,23.97,28.82,51.042205,13.796244,124.38
19.2,23.95,28.35,51.042205,13.796244,124.38
19.3391,23.95,28.35,51.042205,13.796244,124.38
19.6173,23.95,28.35,51.042205,13.796244,124.38
19.8956,23.95,28.35,51.042211,13.796248,124.38
19.8956,23.95,28.35,51.042211,13.796248,124.37
19.826,23.95,27.48,51.042211,13.796248,124.37
20.0347,23.95,27.48,51.042211,13.796248,124.37
20.1739,23.95,27.48,51.042211,13.796248,124.37
20.313,23.95,27.48,51.042216,13.796252,124.37
20.5913,23.95,27.48,51.042216,13.796252,124.37
20.8,23.97,26.78,51.042216,13.796252,124.37
20.9391,23.97,26.78,51.042216,13.796252,124.37
20.5913,23.97,26.78,51.042216,13.796252,124.37
20.5913,23.97,26.78,51.042222,13.796256,124.37
21.0086,23.97,26.78,51.042222,13.796256,124.37
20.5217,23.98,25.61,51.042222,13.796256,124.37
19.4782,23.98,25.61,51.042222,13.796256,124.37
19.1304,23.98,25.61,51.042222,13.796256,124.37
18.9217,23.98,25.61,51.042227,13.796259,124.37
18.0173,23.98,25.61,51.042227,13.796259,124.37
17.3217,23.9899,24.97,51.042227,13.796259,124.37
16.4869,23.9899,24.97,51.042227,13.796259,124.37
15.5826,23.9899,24.97,51.042227,13.796259,124.37
15.0956,23.9899,24.97,51.042233,13.796263,124.37
14.7478,23.9899,24.97,51.042233,13.796263,124.37
13.8434,23.9899,24.56,51.042233,13.796263,124.37
13.2869,23.9899,24.56,51.042233,13.796263,124.37
12.6608,23.9899,24.56,51.042233,13.796263,124.37
12.313,23.9899,24.56,51.042238,13.796266,124.37
11.3391,23.9899,24.56,51.042238,13.796266,124.38
11.1304,23.95,24.14,51.042238,13.796266,124.38
11.1304,23.95,24.14,51.042238,13.796266,124.38
9.8782,23.95,24.14,51.042238,13.796266,124.38
9.6,23.95,24.14,51.042243,13.796269,124.38
8.9043,23.95,24.14,51.042243,13.796269,124.38
8.4173,23.87,23.55,51.042243,13.796269,124.38
7.6521,23.87,23.55,51.042243,13.796269,124.38
7.1652,23.87,23.55,51.042243,13.796269,124.38
6.6086,23.87,23.55,51.042249,13.796272,124.38
5.8434,23.87,23.55,51.042249,13.796272,124.4
5.3565,23.81,22.72,51.042249,13.796272,124.4
4.9391,23.81,22.72,51.042249,13.796272,124.4
4.313,23.81,22.72,51.042249,13.796272,124.4
3.6869,23.81,22.72,51.042254,13.796275,124.4
3.5478,23.81,22.72,51.042254,13.796275,124.4
3.3391,23.77,22.36,51.042254,13.796275,124.4
2.9913,23.77,22.36,51.042254,13.796275,124.4
2.4347,23.77,22.36,51.042254,13.796275,124.4
2.3652,23.77,22.36,51.04226,13.796278,124.4
2.0173,23.77,22.36,51.04226,13.796278,124.41
1.8086,23.78,21.34,51.04226,13.796278,124.41
1.6,23.78,21.34,51.04226,13.796278,124.41
1.4608,23.78,21.34,51.04226,13.796278,124.41
1.2521,23.78,21.34,51.042266,13.79628,124.41
1.113,23.78,21.34,51.042266,13.79628,124.42
0.9043,24.12,19.52,51.042266,13.79628,124.42
0.6956,24.12,19.52,51.042266,13.79628,124.42
0.3478,24.12,19.52,51.042266,13.79628,124.42
0.1391,24.12,19.52,51.042273,13.796281,124.42
-0.2086,24.12,19.52,51.042273,13.796281,124.44
-0.4173,24.2,17.62,51.042273,13.796281,124.44
-0.9043,24.2,17.62,51.042273,13.796281,124.44
-1.3217,24.2,17.62,51.042273,13.796281,124.44
-1.6,24.2,17.62,51.042279,13.796282,124.44
-2.0869,24.2,17.62,51.042279,13.796282,124.45
-2.1565,24.31,15.81,51.042279,13.796282,124.45
-2.6434,24.31,15.81,51.042279,13.796282,124.45
-3.4086,24.31,15.81,51.042279,13.796282,124.45
-4.313,24.31,15.81,51.042285,13.796284,124.45
-4.5913,24.31,15.81,51.042285,13.796284,124.47
-5.2173,24.39,14.67,51.042285,13.796284,124.47
-5.4956,24.39,14.67,51.042285,13.796284,124.47
-6.4,24.39,14.67,51.042285,13.796284,124.47
-7.0956,24.39,14.67,51.042292,13.796285,124.47
-7.5826,24.39,14.67,51.042292,13.796285,124.48
-7.7913,24.52,13.25,51.042292,13.796285,124.48
-8.4869,24.52,13.25,51.042292,13.796285,124.48
-8.9043,24.52,13.25,51.042292,13.796285,124.48
-9.8086,24.52,13.25,51.042298,13.796286,124.48
-10.226,24.52,13.25,51.042298,13.796286,124.49
-10.713,24.63,12.02,51.042298,13.796286,124.49
-11.4782,24.63,12.02,51.042298,13.796286,124.49
-12.4521,24.63,12.02,51.042298,13.796286,124.49
-13.0086,24.63,12.02,51.042305,13.796286,124.49
-13.0782,24.63,12.02,51.042305,13.796286,124.51
-13.9826,24.73,10.99,51.042305,13.796286,124.51
-14.7478,24.73,10.99,51.042305,13.796286,124.51
-15.5826,24.73,10.99,51.042305,13.796286,124.51
-15.7217,24.73,10.99,51.042311,13.796286,124.51
-16.1391,24.73,10.99,51.042311,13.796286,124.52
-16.0,24.81,9.5,51.042311,13.796286,124.52
-16.5565,24.81,9.5,51.042311,13.796286,124.52
-16.9739,24.81,9.5,51.042311,13.796286,124.52
-16.8347,24.81,9.5,51.042317,13.796288,124.52
-16.9739,24.81,9.5,51.042317,13.796288,124.53
-16.8347,24.85,9.41,51.042317,13.796288,124.53
-17.1826,24.85,9.41,51.042317,13.796288,124.53
-17.4608,24.85,9.41,51.042317,13.796288,124.53
-17.2521,24.85,9.41,51.042322,13.796289,124.53
-17.4608,24.85,9.41,51.042322,13.796289,124.54
-17.4608,24.84,9.22,51.042322,13.796289,124.54
-17.4608,24.84,9.22,51.042322,13.796289,124.54
-17.3913,24.84,9.22,51.042322,13.796289,124.54
-17.3217,24.84,9.22,51.042328,13.79629,124.54
-17.4608,24.84,9.22,51.042328,13.79629,124.56
-17.3217,24.46,9.27,51.042328,13.79629,124.56
-17.2521,24.46,9.27,51.042328,13.79629,124.56
-17.0434,24.46,9.27,51.042328,13.79629,124.56
-17.3913,24.46,9.27,51.042333,13.796292,124.56
-17.4608,24.46,9.27,51.042333,13.796292,124.61
-17.3913,24.14,9.71,51.042333,13.796292,124.61
-16.5565,24.14,9.71,51.042333,13.796292,124.61
-16.4173,24.14,9.71,51.042333,13.796292,124.61
-16.3478,24.14,9.71,51.042338,13.796294,124.61
-16.4869,24.14,9.71,51.042338,13.796294,124.65
-15.7217,23.78,10.88,51.042338,13.796294,124.65
-15.3739,23.78,10.88,51.042338,13.796294,124.65
-14.8173,23.78,10.88,51.042338,13.796294,124.65
-14.4695,23.78,10.88,51.042342,13.796296,124.65
-13.8434,23.78,10.88,51.042342,13.796296,124.72
-13.426,23.47,11.19,51.042342,13.796296,124.72
-12.8695,23.47,11.19,51.042342,13.796296,124.72
-12.313,23.47,11.19,51.042342,13.796296,124.72
-11.6869,23.47,11.19,51.042348,13.796298,124.72
-11.1304,23.47,11.19,51.042348,13.796298,124.76
-10.4347,23.35,11.51,51.042348,13.796298,124.76
-9.8782,23.35,11.51,51.042348,13.796298,124.76
-9.3913,23.35,11.51,51.042348,13.796298,124.76
-9.0434,23.35,11.51,51.042352,13.796299,124.76
-8.3478,23.35,11.51,51.042352,13.796299,124.8
-7.7913,22.88,11.8,51.042352,13.796299,124.8
-7.1652,22.88,11.8,51.042352,13.796299,124.8
-6.9565,22.88,11.8,51.042352,13.796299,124.8
-6.5391,22.88,11.8,51.042358,13.796302,124.8
-6.2608,22.88,11.8,51.042358,13.796302,124.86
-6.2608,22.82,12.25,51.042358,13.796302,124.86
-6.2608,22.82,12.25,51.042358,13.796302,124.86
-5.8434,22.82,12.25,51.042358,13.796302,124.86
-5.6347,22.82,12.25,51.042364,13.796304,124.86
-5.8434,22.82,12.25,51.042364,13.796304,124.92
-5.7739,22.73,12.95,51.042364,13.796304,124.92
-5.6347,22.73,12.95,51.042364,13.796304,124.92
-5.0086,22.73,12.95,51.042364,13.796304,124.92
-4.7304,22.73,12.95,51.042369,13.796307,124.92
-4.4521,22.73,12.95,51.042369,13.796307,124.97
-4.2434,22.66,13.2,51.042369,13.796307,124.97
-3.8956,22.66,13.2,51.042369,13.796307,124.97
-3.6869,22.66,13.2,51.042369,13.796307,124.97
-3.4086,22.66,13.2,51.042375,13.796309,124.97
-3.1304,22.66,13.2,51.042375,13.796309,125.03
-2.9913,22.62,13.91,51.042375,13.796309,125.03
-2.713,22.62,13.91,51.042375,13.796309,125.03
-2.9913,22.62,13.91,51.042375,13.796309,125.03
-2.5739,22.62,13.91,51.042381,13.796313,125.03
-2.3652,22.62,13.91,51.042381,13.796313,125.07
-2.1565,22.56,15.25,51.042381,13.796313,125.07
-1.9478,22.56,15.25,51.042381,13.796313,125.07
-1.8086,22.56,15.25,51.042381,13.796313,125.07
-1.6,22.56,15.25,51.042386,13.796317,125.07
-1.3913,22.56,15.25,51.042386,13.796317,125.13
-1.3217,22.47,17.22,51.042386,13.796317,125.13
-1.0434,22.47,17.22,51.042386,13.796317,125.13
-0.8347,22.47,17.22,51.042386,13.796317,125.13
-0.8347,22.47,17.22,51.042392,13.796321,125.13
-0.6956,22.47,17.22,51.042392,13.796321,125.18
-0.5565,22.41,19.2,51.042392,13.796321,125.18
-0.626,22.41,19.2,51.042392,13.796321,125.18
-0.2086,22.41,19.2,51.042392,13.796321,125.18
-0.1391,22.41,19.2,51.042398,13.796325,125.18
0.0695,22.41,19.2,51.042398,13.796325,125.23
0.0695,22.34,21.12,51.042398,13.796325,125.23
0.0695,22.34,21.12,51.042398,13.796325,125.23
0.0,22.34,21.12,51.042398,13.796325,125.23
-0.1391,22.34,21.12,51.042403,13.796329,125.23
-0.4173,22.34,21.12,51.042403,13.796329,125.27
-0.1391,22.3,22.4,51.042403,13.796329,125.27
-0.1391,22.3,22.4,51.042403,13.796329,125.27
-0.3478,22.3,22.4,51.042403,13.796329,125.27
-0.3478,22.3,22.4,51.042409,13.796333,125.27
-0.2782,22.3,22.4,51.042409,13.796333,125.33
-0.1391,22.29,23.5799,51.042409,13.796333,125.33
-0.2086,22.29,23.5799,51.042409,13.796333,125.33
0.0,22.29,23.5799,51.042409,13.796333,125.33
-0.0695,22.29,23.5799,51.042415,13.796338,125.33
0.2782,22.29,23.5799,51.042415,13.796338,125.36
0.3478,22.6,24.31,51.042415,13.796338,125.36
0.1391,22.6,24.31,51.042415,13.796338,125.36
0.2782,22.6,24.31,51.042415,13.796338,125.36
0.2086,22.6,24.31,51.04242,13.796342,125.36
0.2782,22.6,24.31,51.04242,13.796342,125.4
0.1391,22.67,24.7,51.04242,13.796342,125.4
0.1391,22.67,24.7,51.04242,13.796342,125.4
-0.0695,22.67,24.7,51.04242,13.796342,125.4
0.2086,22.67,24.7,51.042426,13.796346,125.4
0.0695,22.67,24.7,51.042426,13.796346,125.42
-0.1391,22.7,24.68,51.042426,13.796346,125.42
-0.2086,22.7,24.68,51.042426,13.796346,125.42
-0.2086,22.7,24.68,51.042426,13.796346,125.42
-0.2086,22.7,24.68,51.042431,13.79635,125.42
0.0,22.7,24.68,51.042431,13.79635,125.44
0.0695,22.71,24.92,51.042431,13.79635,125.44
0.0695,22.71,24.92,51.042431,13.79635,125.44
-0.2086,22.71,24.92,51.042431,13.79635,125.44
-0.1391,22.71,24.92,51.042437,13.796354,125.44
-0.1391,22.71,24.92,51.042437,13.796354,125.48
0.0695,22.7399,25.15,51.042437,13.796354,125.48
0.0,22.7399,25.15,51.042437,13.796354,125.48
0.0695,22.7399,25.15,51.042437,13.796354,125.48
0.0,22.7399,25.15,51.042442,13.796358,125.48
0.0695,22.7399,25.15,51.042442,13.796358,125.51
0.0,22.69,24.96,51.042442,13.796358,125.51
0.3478,22.69,24.96,51.042442,13.796358,125.51
0.2782,22.69,24.96,51.042442,13.796358,125.51
0.1391,22.69,24.96,51.042448,13.796362,125.51
0.0695,22.69,24.96,51.042448,13.796362,125.54
0.0695,22.67,24.7,51.042448,13.796362,125.54
0.1391,22.67,24.7,51.042448,13.796362,125.54
0.0695,22.67,24.7,51.042448,13.796362,125.54
0.0,22.67,24.7,51.042453,13.796365,125.54
-0.3478,22.67,24.7,51.042453,13.796365,125.57
0.0695,22.36,24.73,51.042453,13.796365,125.57
0.0,22.36,24.73,51.042453,13.796365,125.57
-0.0695,22.36,24.73,51.042453,13.796365,125.57
0.3478,22.36,24.73,51.042459,13.796369,125.57
0.5565,22.36,24.73,51.042459,13.796369,125.59
0.2086,22.23,24.73,51.042459,13.796369,125.59
0.2086,22.23,24.73,51.042459,13.796369,125.59
0.2782,22.23,24.73,51.042459,13.796369,125.59
0.2782,22.23,24.73,51.042464,13.796373,125.59
-0.2086,22.23,24.73,51.042464,13.796373,125.61
0.2086,21.9,24.64,51.042464,13.796373,125.61
0.1391,21.9,24.64,51.042464,13.796373,125.61
0.0,21.9,24.64,51.042464,13.796373,125.61
0.2086,21.9,24.64,51.04247,13.796377,125.61
-0.2782,21.9,24.64,51.04247,13.796377,125.63
-0.1391,21.87,24.7399,51.04247,13.796377,125.63
0.1391,21.87,24.7399,51.04247,13.796377,125.63
0.0695,21.87,24.7399,51.04247,13.796377,125.63
0.0,21.87,24.7399,51.042475,13.79638,125.63
0.4173,21.87,24.7399,51.042475,13.79638,125.66
0.1391,21.84,24.52,51.042475,13.79638,125.66
0.0695,21.84,24.52,51.042475,13.79638,125.66
0.1391,21.84,24.52,51.042475,13.79638,125.66
0.2086,21.84,24.52,51.042479,13.796383,125.66
0.1391,21.84,24.52,51.042479,13.796383,125.7
0.2086,20.92,23.73,51.042479,13.796383,125.7
0.0695,20.92,23.73,51.042479,13.796383,125.7
0.0695,20.92,23.73,51.042479,13.796383,125.7
0.4173,20.92,23.73,51.042484,13.796386,125.7
0.2086,20.92,23.73,51.042484,13.796386,125.73
0.1391,20.78,24.82,51.042484,13.796386,125.73
0.2782,20.78,24.82,51.042484,13.796386,125.73
0.1391,20.78,24.82,51.042484,13.796386,125.73
0.1391,20.78,24.82,51.042489,13.79639,125.73
